word	ipa
អនិដ្ឋារម្មណ	ʔ a ʔ . n ɨ t . th aa . r ɑ m
អនិត្យ	ʔ a ʔ . n ɨ t . t j a ʔ
អនិទូត	ʔ a ʔ . n i ʔ . t uu t
អនិទ្ទា	ʔ a ʔ . n ɨ t . t ie
អនិទ្រា	ʔ a ʔ . n ɨ t . t r ie
អនិបុណភាព	ʔ a ʔ . n i ʔ . p o ʔ . n a ʔ . ph ie p
អនិបុណីយ	ʔ a ʔ . n i ʔ . p o ʔ . n ə j
អនិមន្តន	ʔ a ʔ . n i ʔ . m u n
អនិមន្តន៍	ʔ a ʔ . n i ʔ . m u n
អនិមិត្ត	ʔ a ʔ . n i ʔ . m ɨ t
អនិយត	ʔ a ʔ . n i ʔ . j a t
អនិយម	ʔ a ʔ . n i ʔ . j u m
អនិយមកាល	ʔ a ʔ . n i ʔ . j u m . m ea ʔ . k aa l
អនិយមសព្ទ	ʔ a ʔ . n i ʔ . j ea ʔ . m ea ʔ . s a p
អនិយ័ត	ʔ a ʔ . n i ʔ . j a t
អនិរន្តរភាព	ʔ a ʔ . n i ʔ . r ɑ n . t a ʔ . r a ʔ . ph ie p
អនិរន្តរ៍	ʔ a ʔ . n i ʔ . r ɑ n
អនិរភ័យ	ʔ a ʔ . n i ʔ . r a ʔ . ph e j
អនិល	ʔ a ʔ . n ɨ l
អនិលបថ	ʔ a ʔ . n i ʔ . l ea ʔ . ɓ ɑ t
អនិលសខា	ʔ a ʔ . n i ʔ . l a ʔ . s a ʔ . kh aa
អនិលសម្ភព	ʔ a ʔ . n i ʔ . l ea ʔ . s ɑ m . ph u p
អនិវាសនជន	ʔ a ʔ . n i ʔ . w ie h . s a ʔ . n a ʔ . c u n
អនិស្តារម្មណ	ʔ a ʔ . n i h . t aa . r ɑ m
អនិស្តាលម្ពន	ʔ a ʔ . n i h . s t aa . l u m . p u n
អនិស្សយ	ʔ a ʔ . n i h . s a ʔ . j a ʔ
អនិស្សយមុត្តក	ʔ a ʔ . n i h . s a ʔ . j ea ʔ . m u t . t a ʔ . k a ʔ
អនិស្សយមុត្តក៍	ʔ a ʔ . n i h . s a ʔ . j a ʔ . m u t
អនិស្សយមុត្តិកា	ʔ a ʔ . n i h . s a ʔ . j a ʔ . m u t . t e ʔ . k aa
អនិស្សរ	ʔ a ʔ . n i h . s a ʔ . r a ʔ
អនិស្សរជន	ʔ a ʔ . n i h . s a ʔ . r a ʔ . c u n
អនិស្សរភាព	ʔ a ʔ . n i h . s a ʔ . r a ʔ . ph ie p
អនិស្សរា	ʔ a ʔ . n i h . s a ʔ . r aa
អនិស្សរោ	ʔ a ʔ . n i h . s a ʔ . r ao
អនិស្សរំ	ʔ a ʔ . n i h . s a ʔ . r o m
អនិស្សរៈ	ʔ a ʔ . n i h . s a ʔ . r a ʔ
អនិស្សាវនក	ʔ a ʔ . n i h . s aa . w ea ʔ . n ea ʔ . k a ʔ
អនីក	ʔ a ʔ . n ə j . k a ʔ
អនីកទស្សន៍	ʔ a ʔ . n ii . k a ʔ . t uə h
អនីកលក្ខណៈ	ʔ a ʔ . n ii . k a ʔ . l ea k . kh a ʔ . n a ʔ
អនីកល័ក្ខណ៍	ʔ a ʔ . n ii . k a ʔ . l ea k
អនីតិ	ʔ a ʔ . n ii . t e ʔ
អនីតិជន	ʔ a ʔ . n ii . t e ʔ . c u n
អនីត្យានុកូល	ʔ a ʔ . n ii . t j aa . n u ʔ . k oo l
អនីលក្ខណៈ	ʔ a ʔ . n ii . l ea k . kh a ʔ . n a ʔ
អនីល័ក្ខណ៍	ʔ a ʔ . n ii . l ea k
អនុ	ʔ a ʔ . n u ʔ
អនុកម្ប	ʔ a ʔ . n u ʔ . k a m . p a ʔ
អនុកលា	ʔ a ʔ . n u ʔ . k a ʔ . l aa
អនុកូល	ʔ a ʔ . n u ʔ . k oo l
អនុក្រឹត្យ	ʔ a ʔ . n u ʔ . k r ə t
អនុក្រុម	ʔ a ʔ . n u ʔ . k r o m
អនុគណ	ʔ a ʔ . n u ʔ . k u n
អនុគណៈ	ʔ a ʔ . n u ʔ . k ea ʔ . n a ʔ
អនុគមន៍	ʔ a ʔ . n u ʔ . k u m
អនុគ្គមនៈ	ʔ a ʔ . n u k . k ea ʔ . m ea ʔ . n ea ʔ
អនុគ្គហ	ʔ a ʔ . n u k . k ea ʔ . h a ʔ
អនុគ្រោះ	ʔ a ʔ . n u ʔ . k r uə h
អនុចារី	ʔ a ʔ . n u ʔ . c aa . r ə j
អនុជ	ʔ a ʔ . n o c
អនុជា	ʔ a ʔ . n u ʔ . c ie
អនុញ្ញាត	ʔ a ʔ . n u ʔ . ɲ aa t
អនុតំបន់	ʔ a ʔ . n u ʔ . ɗ ɑ m . ɓ ɑ n
អនុត្តរ	ʔ a ʔ . n u t . t a ʔ . r a ʔ
អនុត្តរបុគ្គល	ʔ a ʔ . n u t . t a ʔ . r a ʔ . ɓ o k . k u l
អនុត្តរភាព	ʔ a ʔ . n u t . t a ʔ . r a ʔ . ph ie p
អនុត្ថេរ	ʔ a ʔ . n u ʔ . th ee
អនុទយា	ʔ a ʔ . n u ʔ . t ea ʔ . j ie
អនុទោស	ʔ a ʔ . n u ʔ . t oo h
អនុទ្ទេស	ʔ a ʔ . n u ʔ . t ee h
អនុធម្មចារិនី	ʔ a ʔ . n u ʔ . th oa m . m ea ʔ . c aa . r i ʔ . n ii
អនុធម្មចារី	ʔ a ʔ . n u ʔ . th oa m . m ea ʔ . c aa . r ə j
អនុនាយក	ʔ a ʔ . n u ʔ . n ie . j uə k
អនុនាយិកា	ʔ a ʔ . n u ʔ . n ie . j i ʔ . k aa
អនុបការ	ʔ a ʔ . n u ʔ . p a ʔ . k aa
អនុបការគុណ	ʔ a ʔ . n u ʔ . p a ʔ . k aa . r a ʔ . k u n
អនុបចារ	ʔ a ʔ . n u ʔ . p a ʔ . c aa
អនុបណ្ឌិត	ʔ a ʔ . n u ʔ . ɓ ɑ n . ɗ ɨ t
អនុបត្ថម្ភ	ʔ a ʔ . n u ʔ . p a t . th ɑ m
អនុបត្ថម្ភក	ʔ a ʔ . n u ʔ . p a t . th ɑ m . ph ea ʔ . k a ʔ
អនុបត្ថម្ភកៈ	ʔ a ʔ . n u ʔ . p a t . th ɑ m . ph ea ʔ . k a ʔ
អនុបត្ថម្ភិកា	ʔ a ʔ . n u ʔ . p a t . th ɑ m . ph i ʔ . k aa
អនុបទេស	ʔ a ʔ . n u ʔ . p a ʔ . t ee h
អនុបទ្រព	ʔ a ʔ . n u ʔ . p a ʔ . t r oa p
អនុបធិ	ʔ a ʔ . n u ʔ . p a ʔ . th i ʔ
អនុបភោគ	ʔ a ʔ . n u ʔ . p a ʔ . ph oo k
អនុបមា	ʔ a ʔ . n u ʔ . p a ʔ . m aa
អនុបមេយ្យ	ʔ a ʔ . n u ʔ . p a ʔ . m a j
អនុបវាទ	ʔ a ʔ . n u ʔ . p a ʔ . w ie t
អនុបវាទិន	ʔ a ʔ . n u ʔ . p a ʔ . w ie . t ɨ n
អនុបវាទិនី	ʔ a ʔ . n u ʔ . p a ʔ . w ie . t i ʔ . n ii
អនុបវាទី	ʔ a ʔ . n u ʔ . p a ʔ . w ie . t ii
អនុបស័គ្គ	ʔ a ʔ . n u ʔ . p a ʔ . s a k
អនុបស្តម្ភក	ʔ a ʔ . n u ʔ . p a h . s ɗ ɑ m . ph ea ʔ . k a ʔ
អនុបស្សនា	ʔ a ʔ . n u ʔ . p a h . s a ʔ . n aa
អនុបាត	ʔ a ʔ . n u ʔ . ɓ aa t
អនុបាទិន្នក	ʔ a ʔ . n u ʔ . p aa . t ə n . n a ʔ . k a ʔ
អនុបាទិសេសនិព្វាន	ʔ a ʔ . n u ʔ . p a ʔ . t i ʔ . s ee h . n ɨ p . p ie n
អនុប្បទាន	ʔ a ʔ . n u p . p a ʔ . t ie n
អនុប្បទាយិក	ʔ a ʔ . n u p . p a ʔ . t ie . j ɨ k
អនុប្បវាទ	ʔ a ʔ . n u p . p a ʔ . w ie t
អនុប្រការ	ʔ a ʔ . n u ʔ . p r ɑ . k aa
អនុប្រធាន	ʔ a ʔ . n u ʔ . p r ɑ . th ie n
អនុប្រធានាធិបតី	ʔ a ʔ . n u ʔ . p r ɑ . th ie . n ie . th ɨ p . p a ʔ . ɗ ə j
អនុប្រយោគ	ʔ a ʔ . n u ʔ . p r ɑ . j oo k
អនុផល	ʔ a ʔ . n u ʔ . ph ɑɑ l
អនុពាក្យ	ʔ a ʔ . n u ʔ . p ie k
អនុពោធ	ʔ a ʔ . n u ʔ . p oo t
អនុព័ន្ធ	ʔ a ʔ . n u ʔ . p oa n
អនុភាព	ʔ a ʔ . n u ʔ . ph ie p
អនុមតិ	ʔ a ʔ . n u ʔ . m a t
អនុមន្រ្តី	ʔ a ʔ . n u ʔ . m u n . t r ə j
អនុមាស	ʔ a ʔ . n u ʔ . m ie h
អនុមោទនា	ʔ a ʔ . n u ʔ . m oo . t ea ʔ . n ie
អនុម័ត	ʔ a ʔ . n u ʔ . m a t
អនុយាត	ʔ a ʔ . n u ʔ . j ie t
អនុយាតកិច្ច	ʔ a ʔ . n u ʔ . j ie t . k ə c
អនុរក្ស	ʔ a ʔ . n u ʔ . r ea k
អនុរដ្ឋ	ʔ a ʔ . n u ʔ . r oa t
អនុរដ្ឋលេខាធិការ	ʔ a ʔ . n u ʔ . r oa t . th a ʔ . l ee . kh aa . th i ʔ . k aa
អនុរាគ	ʔ a ʔ . n u ʔ . r ie k
អនុរាស្ត្រ	ʔ a ʔ . n u ʔ . r ie h
អនុរោធ	ʔ a ʔ . n u ʔ . r oo t
អនុលោម	ʔ a ʔ . n u ʔ . l ao m
អនុវត្ត	ʔ a ʔ . n u ʔ . w oa t
អនុវត្តកិច្ច	ʔ a ʔ . n u ʔ . w oa t . k ə c
អនុវត្តនាការ	ʔ a ʔ . n u ʔ . w oa t . n ie . k aa
អនុវត្តន៍	ʔ a ʔ . n u ʔ . w oa t
អនុវត្តិ	ʔ a ʔ . n u ʔ . w oa t . t e ʔ
អនុវាទ	ʔ a ʔ . n u ʔ . w ie t
អនុវិទ្យាល័យ	ʔ a ʔ . n u ʔ . w i ʔ . t j ie . l a j
អនុវិស័យ	ʔ a ʔ . n u ʔ . w i ʔ . s a j
អនុសង្កាត់	ʔ a ʔ . n u ʔ . s ɑ ŋ . k a t
អនុសញ្ចរ	ʔ a ʔ . n u ʔ . s a ɲ . c ɑɑ
អនុសញ្ញា	ʔ a ʔ . n u ʔ . s a ɲ . ɲ aa
អនុសន្ធិសញ្ញា	ʔ a ʔ . n u ʔ . s ɑ n . th i ʔ . s a ɲ . ɲ aa
អនុសម្បន្ន	ʔ a ʔ . n u ʔ . s ɑ m . ɓ ɑ n
អនុសរណៈ	ʔ a ʔ . n u ʔ . s a ʔ . r a ʔ . n a ʔ
អនុសាខា	ʔ a ʔ . n u ʔ . s aa . kh aa
អនុសាធ្យ	ʔ a ʔ . n u ʔ . s aa t
អនុសារ	ʔ a ʔ . n u ʔ . s aa
អនុសារណៈ	ʔ a ʔ . n u ʔ . s aa . r a ʔ . n a ʔ
អនុសាសន៍	ʔ a ʔ . n u ʔ . s aa h
អនុសិដ្ឋ	ʔ a ʔ . n u ʔ . s ə t
អនុសិដ្ឋិ	ʔ a ʔ . n u ʔ . s ə t . th e ʔ
អនុសេនីយត្រី	ʔ a ʔ . n u ʔ . s ee . n ə j . t r ə j
អនុសេនីយ៍	ʔ a ʔ . n u ʔ . s ee . n ə j
អនុសំវច្ឆរ	ʔ a ʔ . n u ʔ . s a ŋ . w a c . ch a ʔ . r a ʔ
អនុសំវច្ឆរៈ	ʔ a ʔ . n u ʔ . s a ŋ . w a c . ch a ʔ . r a ʔ
អនុស្ថានីយ៍	ʔ a ʔ . n u ʔ . s th aa . n ii
អនុស្វារ	ʔ a ʔ . n u ʔ . s w aa . r a ʔ
អនុស្សរណៈ	ʔ a ʔ . n u ʔ . s a ʔ . r a ʔ . n a ʔ
អនុស្សារ	ʔ a ʔ . n u h . s aa . r a ʔ
អនុស្សាវនក	ʔ a ʔ . n u ʔ . s aa . w a ʔ . n a ʔ . k a ʔ
អនុស្សាវនកៈ	ʔ a ʔ . n u h . s aa . w a ʔ . n a ʔ . k a ʔ
អនុស្សាវរីយ	ʔ a ʔ . n u ʔ . s aa . w a ʔ . r ii
អនុស្សាវរីយិ៍	ʔ a ʔ . n u ʔ . s aa . w a ʔ . r ii
អនុស្សាវរីយ៍	ʔ a ʔ . n u ʔ . s aa . w r ii
អនុស្សាវវនក	ʔ a ʔ . n u ʔ . s aa . w ea ʔ . w ea ʔ . n ea ʔ . k a ʔ
អនុស្សាហ៍	ʔ a ʔ . n u ʔ . s aa
អនូនភាព	ʔ a ʔ . n uu . n ea ʔ . ph ie p
អនូបមា	ʔ a ʔ . n uu . p a ʔ . m aa
អនូបមេយ្យ	ʔ a ʔ . n uu . p a ʔ . m a j
អនេក	ʔ a ʔ . n ae k
អនេកប្បការ	ʔ a ʔ . n ae k . k a p . p a ʔ . k aa
អនេកពិធ	ʔ a ʔ . n ae k . k a ʔ . p ɨ t
អនេកល	ʔ a ʔ . n ee . k ɑ l
អនេកវិធ	ʔ a ʔ . n ee k . k a ʔ . w ɨ t
អនេកអន័គ្ឃ	ʔ a ʔ . n ae k . ʔ a ʔ . n a k
អនេគ	ʔ a ʔ . n ee k
អនេសន	ʔ a ʔ . n ee . s a ʔ . n a ʔ
អនេសនប្បហាន	ʔ a ʔ . n ee . s a ʔ . n a p . p a ʔ . h aa n
អនេសនា	ʔ a ʔ . n ee . s a ʔ . n aa
អនេសនៈ	ʔ a ʔ . n ee . s a ʔ . n ea ʔ
អនោកាស	ʔ a ʔ . n oo . k aa h
អនោតត្ត	ʔ a ʔ . n ao . t a t
អនោតត្តស្រះ	ʔ a ʔ . n ao . t a t . t a ʔ . s r a h
អនោតស្រះ	ʔ a ʔ . n oo . t a ʔ . s r a h
អនោម	ʔ a ʔ . n oo . m ea ʔ
អនោមគុណ	ʔ a ʔ . n ao . m ea ʔ . k u n
អនោមញ្ញាណ	ʔ a ʔ . n ao . m a ɲ . ɲ ie n
អនោមប្បញ្ញា	ʔ a ʔ . n ao . m ea ʔ . p a ɲ . ɲ aa
អនោសជ្ជ	ʔ a ʔ . n oo . s a c . c ea ʔ
អនោសជ្ជភាព	ʔ a ʔ . n ao . s a c . c ea ʔ . ph ie p
អន់	ʔ ɑ n
អន់ចិត្ត	ʔ ɑ n . c ə t
អន់ឆ្អើត	ʔ ɑ n . c ʔ aə t
អន់តារីអូ	ʔ ɑ n . t aa . r ii . ʔ oo
អន់តូន្យូ	ʔ ɑ n . t oo . n j oo
អន់ថយ	ʔ ɑ n . th ɑɑ j
អន់ថេរីអូ	ʔ ɑ n . th ee . r ii . ʔ oo
អន់ទីយ៉ូ	ʔ ɑ n . t ii . j oo
អន់រ័រ	ʔ ɑ n . r oa
អន់ហ្វន់	ʔ ɑ n . f ɑ n
អន័គ្ឃ	ʔ a ʔ . n a k
អន័គ្ឃអនេក	ʔ a ʔ . n ea k . ʔ a ʔ . n ee k
អន័ត្ឃ	ʔ a ʔ . n ea k
អន្ត	ʔ ɑ n
អន្តគុណ	ʔ ɑ n . t a ʔ . k u n
អន្តយ	ʔ ɑ n . t ɑɑ j
អន្តរ	ʔ ɑ n . t a ʔ . r a ʔ
អន្តរការី	ʔ ɑ n . t a ʔ . r a ʔ . k aa . r ə j
អន្តរកាល	ʔ ɑ n . t a ʔ . r a ʔ . k aa l
អន្តរក្រសួង	ʔ ɑ n . t a ʔ . r a ʔ . k r ɑ . s uə ŋ
អន្តរគវេសី	ʔ ɑ n . t a ʔ . r a ʔ . k ea ʔ . w ee . s ə j
អន្តរជាតិ	ʔ ɑ n . t a ʔ . r a ʔ . c ie t
អន្តរជាតូបនីយកម្ម	ʔ ɑ n . t a ʔ . r a ʔ . c ie . t oo . p a ʔ . n ii . j ea ʔ . k a m
អន្តរដ្ឋកា	ʔ ɑ n . t a ʔ . r oa t . th a ʔ . k aa
អន្តរត្ថវាចក	ʔ ɑ n . t a ʔ . r a t . th a ʔ . w ie . c a ʔ . k a ʔ
អន្តរទ្វីប	ʔ ɑ n . t a ʔ . r a ʔ . t w ii p
អន្តរធាន	ʔ ɑ n . ɗ ɑɑ . th ie n
អន្តរបុគ្គល	ʔ ɑ n . t a ʔ . r a ʔ . ɓ o k . k u l
អន្តរប្បញ្ញតិ	ʔ a n . t a ʔ . r a ʔ . p a ɲ . ɲ a t
អន្តរប្បញ្ញត្តិ	ʔ ɑ n . t a ʔ . r a ʔ . p a ɲ . ɲ a t
អន្តរប្រទេស	ʔ ɑ n . t a ʔ . r a ʔ . p r ɑ . t ee h
អន្តរភាព	ʔ ɑ n . t a ʔ . r a ʔ . ph ie p
អន្តររដ្ឋ	ʔ ɑ n . t a ʔ . r a ʔ . r oa t
អន្តរវាសក	ʔ ɑ n . t a ʔ . r ea ʔ . w ie . s a ʔ . k a ʔ
អន្តរវាសកៈ	ʔ ɑ n . t a ʔ . r ea ʔ . w ie . s a ʔ . k a ʔ
អន្តរសាសនា	ʔ ɑ n . t a ʔ . r a ʔ . s a h . s n aa
អន្តរា	ʔ ɑ n . t a ʔ . r aa
អន្តរាគមន៍	ʔ ɑ n . t a ʔ . r aa . k u m
អន្តរាត្មា	ʔ ɑ n . t a ʔ . r aa . t m aa
អន្តរាបត្តិ	ʔ ɑ n . t a ʔ . r aa . ɓ a t
អន្តរាយ	ʔ ɑ n . t a ʔ . r aa j
អន្តរាយិកធម៌	ʔ ɑ n . t a ʔ . r aa . j i ʔ . k a ʔ . th oa
អន្តរីក្ស	ʔ ɑ n . t a ʔ . r ii k
អន្តរីប	ʔ ɑ n . t a ʔ . r ii p
អន្តរោកាស	ʔ ɑ n . t a ʔ . r ao . k aa h
អន្តលិក្ខ	ʔ ɑ n . t a ʔ . l ɨ k . kh a ʔ
អន្តសយ្យា	ʔ ɑ n . t a ʔ . s a ʔ . j ie
អន្តសេយ្យា	ʔ ɑ n . t a ʔ . s ee j . j aa
អន្តាក់អន្តិច	ʔ ɑ n . t a k . ʔ ɑ n . t ə c
អន្តាយ	ʔ ɑ n . t aa j
អន្តិក	ʔ ɑ n . t ə k
អន្តិតអន្តូង	ʔ ɑ n . t ə t . ʔ ɑ n . t oo ŋ
អន្តិម	ʔ ɑ n . t e ʔ . m a ʔ
អន្តិមកិច្ច	ʔ ɑ n . t e ʔ . m a ʔ . k ə c
អន្តិមជាតិ	ʔ ɑ n . t e ʔ . m a ʔ . c ie t
អន្តិមសាសន៍	ʔ ɑ n . t e ʔ . m a ʔ . s aa h
អន្តិរ្ថិយ	ʔ ɑ n . ɗ e ʔ . r ea ʔ . th ə j
អន្តឺរ៉ឺរ៉ឺត	ʔ ɑ n . t əə . r əə . r əə t
អន្តុយ	ʔ ɑ n . t o j
អន្តុល	ʔ ɑ n . t o l
អន្តេ	ʔ ɑ n . t ee
អន្តេបអន្តាប	ʔ ɑ n . t ee p . ʔ ɑ n . t aa p
អន្តេបុរបាលកៈ	ʔ ɑ n . t ee . ɓ o ʔ . r ea ʔ . ɓ aa . l ea ʔ . k a ʔ
អន្តេវាសិក	ʔ ɑ n . t ee . w ie . s ə k
អន្តេវាសិកដ្ឋាន	ʔ ɑ n . t ee . w ie . s ə k . k a ʔ . th aa n
អន្តេវាសិកភាព	ʔ ɑ n . t ee . w ie . s ə k . k a ʔ . ph ie p
អន្តេវាសិន	ʔ ɑ n . t ee . w ie . s ə n
អន្តេវាសិនី	ʔ ɑ n . t ee . w ie . s e ʔ . n ii
អន្តេវាសី	ʔ ɑ n . t ee . w ie . s ə j
អន្តែងអន្តៃ	ʔ ɑ n . t ae ŋ . ʔ ɑ n . t a j
អន្តោ	ʔ ɑ n . t ao
អន្តោជាត	ʔ ɑ n . t ao . c ie t
អន្តោប្រវេសន៍	ʔ ɑ n . t ao . p r ɑ . w e h
អន្តោភិបាល	ʔ ɑ n . t ao . ph i ʔ . ɓ aa l
អន្តោសារជាតិ	ʔ ɑ n . t ao . s aa . r ea ʔ . c ie t
អន្តោសារព្រឹក្ស	ʔ ɑ n . t ao . s aa . r a ʔ . p r ɨ k
អន្តៈ	ʔ ɑ n . t a ʔ
អន្ត្រត	ʔ ɑ n . t r ɑɑ t
អន្ត្រាក់	ʔ ɑ n . t r a k
អន្ត្រឹក	ʔ ɑ n . t r ə k
អន្ត្រុក	ʔ ɑ n . t r o k
អន្ត្រើក	ʔ ɑ n . t r aə k
អន្ត្រោក	ʔ ɑ n . t r ao k
អន្ថម	ʔ ɑ n . th ɑɑ m
អន្ថឺម	ʔ ɑ n . th əə m
អន្ថោច	ʔ ɑ n . th ao c
អន្ទង	ʔ ɑ n . t ɔɔ ŋ
អន្ទងបែក	ʔ ɑ n . t ɔɔ ŋ . ɓ ae k
អន្ទង់	ʔ ɑ n . t u ŋ
អន្ទង់បារ	ʔ ɑ n . t u ŋ . ɓ aa
អន្ទង់វៀន	ʔ ɑ n . t u ŋ . w iə n
អន្ទង់ស	ʔ ɑ n . t u ŋ . s ɑɑ
អន្ទាក់	ʔ ɑ n . t ea k
អន្ទាវសំរោងចិន	ʔ ɑ n . t ie . w ea ʔ . s ɑ m . r oo ŋ . c ə n
អន្ទាំ	ʔ ɑ n . t oa m
អន្ទាំស្លា	ʔ ɑ n . t oa m . s l aa
អន្ទិកា	ʔ ɑ n . t i ʔ . k aa
អន្ទិត	ʔ ɑ n . t ɨ t
អន្ទិតសុខ	ʔ ɑ n . t ɨ t . s o k
អន្ទិល	ʔ ɑ n . t ɨ l
អន្ទុ	ʔ ɑ n . t u ʔ
អន្ទុក	ʔ ɑ n . t u k
អន្ទុងក្រវៀន	ʔ ɑ n . t u ŋ . k r ɑ . w iə n
អន្ទូក	ʔ ɑ n . t uu k
អន្ទើត	ʔ ɑ n . t əə t
អន្ទោក	ʔ ɑ n . t oo k
អន្ទោកស្វា	ʔ ɑ n . t oo k . s w aa
អន្ទោកអន្ទោល	ʔ ɑ n . t oo k . ʔ ɑ n . t oo l
អន្ទោល	ʔ ɑ n . t oo l
អន្ទះ	ʔ ɑ n . t ea h
អន្ទះសា	ʔ ɑ n . t ea h . s aa
អន្ទះសារ	ʔ ɑ n . t ea h . s aa
អន្ទះអន្ទែង	ʔ ɑ n . t ea h . ʔ ɑ n . t ɛɛ ŋ
អន្ទ្រក់	ʔ ɑ n . t r uə k
អន្ទ្រត	ʔ ɑ n . t r ɔɔ t
អន្ទ្រាក	ʔ ɑ n . t r ie k
អន្ទ្រាម	ʔ ɑ n . t r ie m
អន្ទ្រឺត	ʔ ɑ n . t r ɨɨ t
អន្ទ្រុក	ʔ ɑ n . t r u k
អន្ទ្រូត	ʔ ɑ n . t r uu t
អន្ទ្រើត	ʔ ɑ n . t r əə t
អន្ទ្រើម	ʔ ɑ n . t r əə m
អន្ទ្រើស	ʔ ɑ n . t r əə h
អន្ទ្រោង	ʔ ɑ n . t r oo ŋ
អន្ធ	ʔ ɑ n . th ea ʔ
អន្ធការ	ʔ ɑ n . th ea ʔ . k aa
អន្ធកាល	ʔ ɑ n . th ea ʔ . k aa l
អន្ធពាល	ʔ ɑ n . th ea ʔ . p ie l
អន្ធា	ʔ ɑ n . th ie
អន្ធិកា	ʔ ɑ n . th i ʔ . k aa
អន្ធិល	ʔ ɑ n . th ɨ l
អន្ធឹល	ʔ ɑ n . th ɨ l
អន្ធូបមា	ʔ ɑ n . th uu . p a ʔ . m aa
អន្ធួម	ʔ ɑ n . th uə m
អន្ធើត	ʔ ɑ n . th əə t
អន្ធើម	ʔ ɑ n . th əə m
អន្ធោ	ʔ ɑ n . th oo
អន្ធោបមា	ʔ ɑ n . th oo . p a ʔ . m aa
អន្ធោភាសន៍	ʔ ɑ n . th oo . ph ie h
អន្ធោអន្ធា	ʔ ɑ n . th oo . ʔ ɑ n . th ie
អន្ន	ʔ a n . n a ʔ
អន្នកាល	ʔ a n . n a ʔ . k aa l
អន្នកិច្ច	ʔ ɑ n . n a ʔ . k ə c
អន្នទាន	ʔ ɑ n . n a ʔ . t ie n
អន្នបាន	ʔ a n . n a ʔ . ɓ aa n
អន្យតិរ្ថិយ	ʔ ɑ n . ɗ ee . r a ʔ . th ə j
អន្យតិរ្ថីយ៍	ʔ ɑ n . n j ea ʔ . t e ʔ . r ea ʔ . th ə j
អន្យត្រ	ʔ a ʔ . n j a ʔ . t r a ʔ
អន្យបទ	ʔ ɑ n . j a ʔ . ɓ ɑ t
អន្លក់	ʔ ɑ n . l uə k
អន្លក់កោង	ʔ ɑ n . l uə k . k ao ŋ
អន្លក់អន្លែ	ʔ ɑ n . l uə k . ʔ ɑ n . l ɛɛ
អន្លក់អន្លៃ	ʔ ɑ n . l uə k . ʔ ɑ n . l e j
អន្លង់	ʔ ɑ n . l u ŋ
អន្លង់កញ្ចុះ	ʔ ɑ n . l u ŋ . k a ɲ . c o h
អន្លង់កី	ʔ ɑ n . l u ŋ . k ə j
អន្លង់កូប	ʔ ɑ n . l u ŋ . k oo p
អន្លង់ក្ងាន	ʔ ɑ n . l u ŋ . k ŋ aa n
អន្លង់ក្រពើ	ʔ ɑ n . l u ŋ . k r ɑ . p əə
អន្លង់ក្រសាំង	ʔ ɑ n . l u ŋ . k r ɑ . s a ŋ
អន្លង់ក្រាញ់	ʔ ɑ n . l u ŋ . k r a ɲ
អន្លង់ក្រាយ	ʔ ɑ n . l u ŋ . k r aa j
អន្លង់ក្រូច	ʔ ɑ n . l u ŋ . k r oo c
អន្លង់ខ្ទុំ	ʔ ɑ n . l u ŋ . k t u m
អន្លង់គគី	ʔ ɑ n . l u ŋ . k ɔ . k ii
អន្លង់គគីរ	ʔ ɑ n . l u ŋ . k ɔ . k ii
អន្លង់គង	ʔ ɑ n . l u ŋ . k ɔɔ ŋ
អន្លង់គងថ្មី	ʔ ɑ n . l u ŋ . k ɔɔ ŋ . t m ə j
អន្លង់គង់	ʔ ɑ n . l u ŋ . k u ŋ
អន្លង់ចក	ʔ ɑ n . l u ŋ . c ɑɑ k
អន្លង់ចារ	ʔ ɑ n . l u ŋ . c aa
អន្លង់ចិន	ʔ ɑ n . l u ŋ . c ə n
អន្លង់ចំណារ	ʔ ɑ n . l u ŋ . c ɑ m . n aa
អន្លង់ចំបក់	ʔ ɑ n . l u ŋ . c ɑ m . ɓ ɑ k
អន្លង់ជួរ	ʔ ɑ n . l u ŋ . c uə
អន្លង់ជ្រៃ	ʔ ɑ n . l u ŋ . c r e j
អន្លង់ឈើខ្លាង	ʔ ɑ n . l u ŋ . ch əə . k l aa ŋ
អន្លង់ដូង	ʔ ɑ n . l u ŋ . ɗ oo ŋ
អន្លង់តាម៉ី	ʔ ɑ n . l u ŋ . t aa . m ə j
អន្លង់តាម៉ុក	ʔ ɑ n . l u ŋ . t aa . m o k
អន្លង់តាសេក	ʔ ɑ n . l u ŋ . t aa . s ee k
អន្លង់តាអួរ	ʔ ɑ n . l u ŋ . t aa . ʔ uə
អន្លង់ត្នោត	ʔ ɑ n . l u ŋ . t n ao t
អន្លង់ត្រាច	ʔ ɑ n . l u ŋ . t r aa c
អន្លង់ថ្ងាន់	ʔ ɑ n . l u ŋ . t ŋ a n
អន្លង់ថ្ម	ʔ ɑ n . l u ŋ . t m ɑɑ
អន្លង់ថ្លឹង	ʔ ɑ n . l u ŋ . t l ə ŋ
អន្លង់ទ្រា	ʔ ɑ n . l u ŋ . t r ie
អន្លង់ធម្ម	ʔ ɑ n . l u ŋ . th oa m
អន្លង់ធំ	ʔ ɑ n . l u ŋ . th u m
អន្លង់បារាំង	ʔ ɑ n . l u ŋ . ɓ aa . r a ŋ
អន្លង់ផ្សោត	ʔ ɑ n . l u ŋ . p s ao t
